author,book_format,date_published,description,genres,goodreads_url,isbn,language,pages,publisher,rating_average,rating_count,settings,title
Tahereh Mafi,Kindle Edition,February 4th 2014,"With Omega Point destroyed, Juliette doesn’t know if the rebels, her friends, or even Adam are alive. But that won’t keep her from trying to take down The Reestablishment once and for all. Now she must rely on Warner, the handsome commander of Sector 45. The one person she never thought she could trust. The same person who saved her life. He promises to help Juliette master her powers and save their dying world . . . but that’s not all he wants with her.","['New Adult', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Apocalyptic', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/13188676-ignite-me,,English,421,HarperCollins,4.39,149568,,Ignite Me
Jenny Han,Hardcover,April 15th 2014,"To All the Boys I’ve Loved Before is the story of Lara Jean, who has never openly admitted her crushes, but instead wrote each boy a letter about how she felt, sealed it, and hid it in a box under her bed. But one day Lara Jean discovers that somehow her secret box of letters has been mailed, causing all her crushes from her past to confront her about the letters: her first kiss, the boy from summer camp, even her sister's ex-boyfriend, Josh. As she learns to deal with her past loves face to face, Lara Jean discovers that something good may come out of these letters after all.","['Young Adult Contemporary', 'Contemporary', 'Audiobook', 'Young Adult Romance', 'Realistic Fiction', 'Young Adult', 'Womens Fiction', 'Fiction', 'High School', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,,English,355,Simon & Schuster Books for Young Readers,4.14,545668,['United States'],To All the Boys I've Loved Before
Laini Taylor,Hardcover,April 8th 2014,"Two worlds are poised on the brink of a vicious war. By way of a staggering deception, Karou has taken control of the chimaera's rebellion and is intent on steering its course away from dead-end vengeance. The future rests on her.When the brutal angel emperor brings his army to the human world, Karou and Akiva are finally reunited - not in love, but in a tentative alliance against their common enemy. It is a twisted version of their long-ago dream, and they begin to hope that it might forge a way forward for their people. And, perhaps, for themselves.But with even bigger threats on the horizon, are Karou and Akiva strong enough to stand among the gods and monsters?The New York Times bestselling Daughter of Smoke & Bone trilogy comes to a stunning conclusion as - from the streets of Rome to the caves of the Kirin and beyond - humans, chimaera, and seraphim strive, love, and die in an epic theater that transcends good and evil, right and wrong, friend and enemy.","['Audiobook', 'Urban Fantasy', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Angels', 'Magic', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/13618440-dreams-of-gods-and-monsters,9780316134071,English,613,"Little, Brown & Company",4.13,96329,[],Dreams of Gods and Monsters
Veronica Roth,Paperback,July 8th 2014,"Two years before Beatrice Prior made her choice, the sixteen-year-old son of Abnegation’s faction leader did the same. Tobias’s transfer to Dauntless is a chance to begin again. Here, he will not be called the name his parents gave him. Here, he will not let fear turn him into a cowering child.Newly christened “Four,” he discovers during initiation that he will succeed in Dauntless. Initiation is only the beginning, though; Four must claim his place in the Dauntless hierarchy. His decisions will affect future initiates as well as uncover secrets that could threaten his own future—and the future of the entire faction system.Two years later, Four is poised to take action, but the course is still unclear. The first new initiate who jumps into the net might change all that. With her, the way to righting their world might become clear. With her, it might become possible to be Tobias once again.From #1 New York Times bestselling author Veronica Roth comes a companion volume to the worldwide bestselling DIVERGENT series, told from the per-spective of the immensely popular character Tobias. The four pieces included here—THE TRANSFER, THE INITIATE, THE SON, and THE TRAITOR—plus three additional exclusive scenes, give readers an electrifying glimpse into the history and heart of Tobias, and set the stage for the epic saga of the DIVERGENT trilogy.","['Adventure', 'Audiobook', 'Short Stories', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Fiction', 'Novella', 'Romance']",https://www.goodreads.com/book/show/18126198-four,9780062285683,English,208,HarperCollins Publishers,4.02,170803,['United States'],Four: A Divergent Story Collection
Ransom Riggs,Paperback,February 24th 2015,"This second novel begins in 1940, immediately after the first book ended. Having escaped Miss Peregrine’s island by the skin of their teeth, Jacob and his new friends must journey to London, the peculiar capital of the world. Along the way, they encounter new allies, a menagerie of peculiar animals, and other unexpected surprises.Complete with dozens of newly discovered (and thoroughly mesmerising) vintage photographs, this new adventure will delight readers of all ages.","['Adventure', 'Mystery', 'Historical Fiction', 'Young Adult', 'Fantasy', 'Historical', 'Horror', 'Science Fiction', 'Fiction', 'Supernatural', 'Time Travel', 'Paranormal']",https://www.goodreads.com/book/show/23164983-hollow-city,9781594747359,English,428,Quirk Books,4.04,211375,,Hollow City
Anthony Doerr,Hardcover,May 6th 2014,"An alternate cover for this ISBN can be found hereFrom the highly acclaimed, multiple award-winning Anthony Doerr, the stunningly beautiful instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.Marie-Laure lives in Paris near the Museum of Natural History, where her father works. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.In a mining town in Germany, Werner Pfennig, an orphan, grows up with his younger sister, enchanted by a crude radio they find that brings them news and stories from places they have never seen or imagined. Werner becomes an expert at building and fixing these crucial new instruments and is enlisted to use his talent to track down the resistance. Deftly interweaving the lives of Marie-Laure and Werner, Doerr illuminates the ways, against all odds, people try to be good to one another.","['Adult', 'Audiobook', 'France', 'Book Club', 'War', 'Historical Fiction', 'Historical', 'Cultural', 'Fiction', 'Adult Fiction', 'World War II']",https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,9781476746586,English,531,Scribner,4.33,1104203,"['France', 'Austria', 'Germany']",All the Light We Cannot See
Rick Riordan,Hardcover,October 7th 2014,"Nico had warned them. Going through the House of Hades would stir the demigods' worst memories. Their ghosts would become restless. Nico may actually become a ghost if he has to shadow-travel with Reyna and Coach Hedge one more time. But that might be better than the alternative: allowing someone else to die, as Hades foretold.Jason's ghost is his mother, who abandoned him when he was little. He may not know how he is going to prove himself as a leader, but he does know that he will not break promises like she did. He will complete his line of the prophecy: To storm or fire the world must fall.Reyna fears the ghosts of her ancestors, who radiate anger. But she can't allow them to distract her from getting the Athena Parthenos to Camp Half-Blood before war breaks out between the Romans and Greeks. Will she have enough strength to succeed, especially with a deadly hunter on her trail?Leo fears that his plan won't work, that his friends might interfere. But there is no other way. All of them know that one of the Seven has to die in order to defeat Gaea, the Earth Mother.Piper must learn to give herself over to fear. Only then will she be able to do her part at the end: utter a single word.Heroes, gods, and monsters all have a role to play in the climactic fulfillment of the prophecy in The Blood of Olympus, the electrifying finale of the best-selling Heroes of Olympus series.","['Mythology', 'Adventure', 'Urban Fantasy', 'Greek Mythology', 'Young Adult', 'Fantasy', 'Fiction', 'Middle Grade', 'Romance', 'Childrens']",https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,9781423146735,English,516,Disney-Hyperion Books,4.41,219322,"['Greece', 'United States', 'Portugal', 'Puerto Rico', 'Italy']",The Blood of Olympus
Lauren Oliver,Hardcover,March 4th 2014,"Panic began as so many things do in Carp, a dead-end town of 12,000 people in the middle of nowhere: because it was summer, and there was nothing else to do.Heather never thought she would compete in Panic, a legendary game played by graduating seniors, where the stakes are high and the payoff is even higher. She’d never thought of herself as fearless, the kind of person who would fight to stand out. But when she finds something, and someone, to fight for, she will discover that she is braver than she ever thought.Dodge has never been afraid of Panic. His secret will fuel him, and get him all the way through the game, he’s sure of it. But what he doesn't know is that he’s not the only one with a secret. Everyone has something to play for.For Heather and Dodge, the game will bring new alliances, unexpected revelations, and the possibility of first love for each of them—and the knowledge that sometimes the very things we fear are those we need the most.","['Young Adult Contemporary', 'Contemporary', 'Audiobook', 'Thriller', 'Mystery', 'Realistic Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/17565845-panic,9780062014559,English,408,HarperCollins,3.56,53331,[],Panic
Colleen Hoover,Kindle Edition,August 5th 2014,"When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly.","['New Adult', 'Contemporary', 'Adult', 'Audiobook', 'Contemporary Romance', 'Womens Fiction', 'Young Adult', 'Drama', 'Fiction', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/17788401-ugly-love,,English,337,Atria Books,4.25,189808,['United States'],Ugly Love
Jonathan Tropper,Hardcover,August 6th 2009,"A riotously funny, emotionally raw novel about love, marriage, divorce, family, and the ties that bind—whether we like it or not.The death of Judd Foxman’s father marks the first time that the entire Foxman family—including Judd’s mother, brothers, and sister—have been together in years. Conspicuously absent: Judd’s wife, Jen, whose fourteen-month affair with Judd’s radio-shock-jock boss has recently become painfully public. Simultaneously mourning the death of his father and the demise of his marriage, Judd joins the rest of the Foxmans as they reluctantly submit to their patriarch’s dying request: to spend the seven days following the funeral together. In the same house. Like a family. As the week quickly spins out of control, longstanding grudges resurface, secrets are revealed, and old passions reawakened. For Judd, it’s a weeklong attempt to make sense of the mess his life has become while trying in vain not to get sucked into the regressive battles of his madly dysfunctional family. All of which would be hard enough without the bomb Jen dropped the day Judd’s father died: She’s pregnant. This Is Where I Leave You is Jonathan Tropper's most accomplished work to date, a riotously funny, emotionally raw novel about love, marriage, divorce, family, and the ties that bind—whether we like it or not.","['Contemporary', 'Adult', 'Audiobook', 'Book Club', 'Novels', 'Humor', 'Family', 'Fiction', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/6224935-this-is-where-i-leave-you,9780525951278,English,339,Orion,3.88,136575,,This is Where I Leave You
Deborah Harkness,Hardcover,July 15th 2014,"The #1 New York Times bestselling series finale and sequel to A Discovery of Witches and Shadow of NightBringing the magic and suspense of the All Souls Trilogy to a deeply satisfying conclusion, this highly anticipated finale went straight to #1 on the New York Times bestseller list. In The Book of Life, Diana and Matthew time-travel back from Elizabethan London to make a dramatic return to the present—facing new crises and old enemies. At Matthew’s ancestral home, Sept-Tours, they reunite with the beloved cast of characters from  A Discovery of Witches—with one significant exception. But the real threat to their future has yet to be revealed, and when it is, the search for Ashmole 782 and its missing pages takes on even more urgency.","['Vampires', 'Urban Fantasy', 'Historical Fiction', 'Fantasy', 'Historical', 'Fiction', 'Magic', 'Paranormal Romance', 'Witches', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/16054217-the-book-of-life,9780670025596,English,561,Viking Adult,4.17,149889,"['France', 'United States']",The Book of Life
Lena Dunham,Hardcover,2014,"""There is nothing gutsier to me than a person announcing that their story is one that deserves to be told,"" writes Lena Dunham, and it certainly takes guts to share the stories that make up her first book, Not That Kind of Girl. These are stories about getting your butt touched by your boss, about friendship and dieting (kind of) and having two existential crises before the age of 20. Stories about travel, both successful and less so, and about having the kind of sex where you feel like keeping your sneakers on in case you have to run away during the act. Stories about proving yourself to a room of 50-year-old men in Hollywood and showing up to ""an outlandishly high-fashion event with the crustiest red nose you ever saw."" Fearless, smart, and as heartbreakingly honest as ever, Not That Kind of Girl establishes Lena Dunham as more than a hugely talented director, actress and producer-it announces her as a fresh and vibrant new literary voice.","['Autobiography', 'Writing', 'Biography', 'Audiobook', 'Essays', 'Comedy', 'Biography Memoir', 'Humor', 'Feminism', 'Memoir', 'Nonfiction']",https://www.goodreads.com/book/show/20588698-not-that-kind-of-girl,9780812994995,English,265,Random House,3.29,122242,['United States'],"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"""
Stephen King,Hardcover,June 2014,"In the predawn hours, in a distressed American city, hundreds of unemployed men and women line up for the opening of a job fair. They are tired and cold and desperate. Emerging from the fog, invisible until it is too late, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.Months later, an ex-cop named bill Hodges, still haunted by the unsolved crime, contemplates suicide. When he gets a crazed letter from ""the perk,"" claiming credit for the murders, Hodges wakes up from his depressed and vacant retirement, fearing another even more diabolical attack and hell-bent on preventing it.Brady Hartfield lives with his alcoholic mother in the house where he was born. He loved the feel of death under the wheels of the Mercedes, and he wants that rush again. Only Bill Hodges, with a couple of eccentric and mismatched allies, can apprehend the killer before he strikes again. And they have no time to lose, because Brady's next mission, if it succeeds, will kill or maim thousands.Mr. Mercedes is a war between good and evil from the master of suspense whose insight into the mind of this obsessed, insane killer is chilling and unforgettable.--front flap","['Adult', 'Audiobook', 'Thriller', 'Mystery', 'Crime', 'Detective', 'Horror', 'Mystery Thriller', 'Suspense', 'Fiction']",https://www.goodreads.com/book/show/18775247-mr-mercedes,9781476754451,English,437,Scribner,3.96,257494,['United States'],Mr. Mercedes
Haruki Murakami,Kindle Edition,August 12th 2014,"A New York Times and Washington Post notable book, and one of the Financial Times, St. Louis Post-Dispatch, Slate, Mother Jones, The Daily Beast, and BookPage's best books of the yearAn instant #1 New York Times Bestseller, Colorless Tsukuru Tazaki and His Years of Pilgrimage is the remarkable story of a young man haunted by a great loss; of dreams and nightmares that have unintended consequences for the world around us; and of a journey into the past that is necessary to mend the present. Here Haruki Murakami—one of the most revered voices in literature today—gives us a story of love, friend­ship, and heartbreak for the ages.","['Japan', 'Contemporary', 'Audiobook', 'Novels', 'Japanese Literature', 'Cultural', 'Asia', 'Asian Literature', 'Fiction', 'Literature', 'Magical Realism', 'Literary Fiction']",https://www.goodreads.com/book/show/41022133-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage,,English,308,Vintage,3.86,137918,"['Japan', 'Finland']",Colorless Tsukuru Tazaki and His Years of Pilgrimage
Jojo Moyes,Paperback,March 31st 2015,"One single mom. One chaotic family. One quirky stranger. One irresistible love story from the New York Times bestselling author of The Giver of Stars   American audiences have fallen in love with Jojo Moyes. Ever since she debuted Stateside she has captivated readers and reviewers alike, and hit the New York Times bestseller list with the word-of-mouth sensation Me Before You. Now, with One Plus One, she’s written another contemporary opposites-attract love story.   Suppose your life sucks. A lot. Your husband has done a vanishing act, your teenage stepson is being bullied, and your math whiz daughter has a once-in-a-lifetime opportunity that you can’t afford to pay for. That’s Jess’s life in a nutshell—until an unexpected knight in shining armor offers to rescue them. Only Jess’s knight turns out to be Geeky Ed, the obnoxious tech millionaire whose vacation home she happens to clean. But Ed has big problems of his own, and driving the dysfunctional family to the Math Olympiad feels like his first unselfish act in ages . . . maybe ever.  One Plus One is Jojo Moyes at her astounding best. You’ll laugh, you’ll weep, and when you flip the last page, you’ll want to start all over again.","['Contemporary', 'Adult', 'Audiobook', 'Contemporary Romance', 'Womens Fiction', 'Family', 'Drama', 'Fiction', 'Chick Lit', 'Adult Fiction', 'Romance']",https://www.goodreads.com/book/show/23359964-one-plus-one,9780143127505,English,368,Penguin Books,3.95,153048,['United Kingdom'],One Plus One
Chimamanda Ngozi Adichie,Hardcover,May 14th 2013,"Ifemelu and Obinze are young and in love when they depart military-ruled Nigeria for the West. Beautiful, self-assured Ifemelu heads for America, where despite her academic success, she is forced to grapple with what it means to be black for the first time. Quiet, thoughtful Obinze had hoped to join her, but with post-9/11 America closed to him, he instead plunges into a dangerous, undocumented life in London. Fifteen years later, they reunite in a newly democratic Nigeria, and reignite their passion—for each other and for their homeland.","['Nigeria', 'Contemporary', 'Audiobook', 'Race', 'Western Africa', 'Novels', 'Cultural', 'Africa', 'Feminism', 'Fiction', 'Literary Fiction', 'Romance']",https://www.goodreads.com/book/show/15796700-americanah,,English,477,Alfred A. Knopf,4.31,288522,"['Nigeria', 'United States', 'United Kingdom']",Americanah
Emily St. John Mandel,Hardcover,September 9th 2014,"Set in the days of civilization's collapse, Station Eleven tells the story of a Hollywood star, his would-be savior, and a nomadic group of actors roaming the scattered outposts of the Great Lakes region, risking everything for art and humanity.One snowy night a famous Hollywood actor slumps over and dies onstage during a production of King Lear. Hours later, the world as we know it begins to dissolve. Moving back and forth in time—from the actor's early days as a film star to fifteen years in the future, when a theater troupe known as the Traveling Symphony roams the wasteland of what remains—this suspenseful, elegiac, spellbinding novel charts the strange twists of fate that connect five people: the actor, the man who tried to save him, the actor's first wife, his oldest friend, and a young actress with the Traveling Symphony, caught in the crosshairs of a dangerous self-proclaimed prophet.","['Adult', 'Audiobook', 'Post Apocalyptic', 'Literary Fiction', 'Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Adult Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/20170404-station-eleven,9780385353304,English,333,Knopf,4.05,346018,"['United States', 'Canada']",Station Eleven
Leigh Bardugo,Hardcover,June 17th 2014,"▶  Alternative Cover Edition #1 The capital has fallen.The Darkling rules Ravka from his shadow throne.Now the nation's fate rests with a broken Sun Summoner, a disgraced tracker, and the shattered remnants of a once-great magical army.Deep in an ancient network of tunnels and caverns, a weakened Alina must submit to the dubious protection of the Apparat and the zealots who worship her as a Saint. Yet her plans lie elsewhere, with the hunt for the elusive firebird and the hope that an outlaw prince still survives.Alina will have to forge new alliances and put aside old rivalries as she and Mal race to find the last of Morozova's amplifiers. But as she begins to unravel the Darkling's secrets, she reveals a past that will forever alter her understanding of the bond they share and the power she wields. The firebird is the one thing that stands between Ravka and destruction—and claiming it could cost Alina the very future she’s fighting for.","['Adventure', 'Audiobook', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Magic', 'High Fantasy', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/14061957-ruin-and-rising,,English,422,Henry Holt and Company,4.07,193215,[],Ruin and Rising
Dave Eggers,Hardcover,October 8th 2013,"When Mae Holland is hired to work for the Circle, the world's most powerful internet company, she feels she's been given the opportunity of a lifetime. The Circle, run out of a sprawling California campus, links users' personal emails, social media, banking, and purchasing with their universal operating system, resulting in one online identity and a new age of civility and transparency. As Mae tours the open-plan office spaces, the towering glass dining facilities, the cozy dorms for those who spend nights at work, she is thrilled with the company's modernity and activity. There are parties that last through the night, there are famous musicians playing on the lawn, there are athletic activities and clubs and brunches, and even an aquarium of rare fish retrieved from the Marianas Trench by the CEO. Mae can't believe her luck, her great fortune to work for the most influential company in the world--even as life beyond the campus grows distant, even as a strange encounter with a colleague leaves her shaken, even as her role at the Circle becomes increasingly public. What begins as the captivating story of one woman's ambition and idealism soon becomes a heart-racing novel of suspense, raising questions about memory, history, privacy, democracy, and the limits of human knowledge.(front flap)","['Contemporary', 'Adult', 'Audiobook', 'Thriller', 'Novels', 'Science Fiction', 'Science', 'Dystopia', 'Fiction', 'Technology', 'Adult Fiction']",https://www.goodreads.com/book/show/18302455-the-circle,9780385351393,English,493,Knopf,3.44,188220,['United States'],The Circle
Rob Thomas,Paperback,March 25th 2014,"From Rob Thomas, the creator of groundbreaking television series and movie Veronica Mars, comes the first book in a thrilling new mystery series.Ten years after graduating from high school in Neptune, California, Veronica Mars is back in the land of sun, sand, crime, and corruption. She's traded in her law degree for her old private investigating license, struggling to keep Mars Investigations afloat on the scant cash earned by catching cheating spouses until she can score her first big case.Now it's spring break, and college students descend on Neptune, transforming the beaches and boardwalks into a frenzied, week-long rave. When a girl disappears from a party, Veronica is called in to investigate. But this is not a simple missing person's case. The house the girl vanished from belongs to a man with serious criminal ties, and soon Veronica is plunged into a dangerous underworld of drugs and organized crime. And when a major break in the investigation has a shocking connection to Veronica's past, the case hits closer to home than she ever imagined.","['Contemporary', 'Adult', 'Audiobook', 'Thriller', 'Mystery', 'Crime', 'Mystery Thriller', 'Young Adult', 'Fiction', 'Adult Fiction']",https://www.goodreads.com/book/show/18209454-the-thousand-dollar-tan-line,9780804170703,English,324,Vintage Books,3.99,43308,['United States'],The Thousand-Dollar Tan Line
Rosamund Hodge,Hardcover,January 28th 2014,"Since birth, Nyx has been betrothed to the evil ruler of her kingdom-all because of a foolish bargain struck by her father. And since birth, she has been in training to kill him.With no choice but to fulfill her duty, Nyx resents her family for never trying to save her and hates herself for wanting to escape her fate. Still, on her seventeenth birthday, Nyx abandons everything she's ever known to marry the all-powerful, immortal Ignifex. Her plan? Seduce him, destroy his enchanted castle, and break the nine-hundred-year-old curse he put on her people.But Ignifex is not at all what Nyx expected. The strangely charming lord beguiles her, and his castle—a shifting maze of magical rooms—enthralls her.As Nyx searches for a way to free her homeland by uncovering Ignifex's secrets, she finds herself unwillingly drawn to him. Even if she could bring herself to love her sworn enemy, how can she refuse her duty to kill him? With time running out, Nyx must decide what is more important: the future of her kingdom, or the man she was never supposed to love.","['Mythology', 'Young Adult', 'Fantasy', 'Fairy Tales', 'Young Adult Fantasy', 'Magic', 'Fiction', 'Retellings', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/15839984-cruel-beauty,9780062224736,English,346,Balzer + Bray,3.69,82053,,Cruel Beauty
Sarah J. Maas,Hardcover,September 2nd 2014,"Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?","['Fairies', 'New Adult', 'Adventure', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Fae', 'High Fantasy', 'Magic', 'Romance']",https://www.goodreads.com/book/show/20613470-heir-of-fire,9781619630659,English,565,Bloomsbury USA Childrens,4.46,319319,[],Heir of Fire
Richelle Mead,Hardcover,July 29th 2014,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets—and human lives.In The Fiery Heart, Sydney risked everything to follow her gut, walking a dangerous line to keep her feelings hidden from the Alchemists.Now in the aftermath of an event that ripped their world apart, Sydney and Adrian struggle to pick up the pieces and find their way back to each other. But first, they have to survive. For Sydney, trapped and surrounded by adversaries, life becomes a daily struggle to hold on to her identity and the memories of those she loves. Meanwhile, Adrian clings to hope in the face of those who tell him Sydney is a lost cause, but the battle proves daunting as old demons and new temptations begin to seize hold of him. . . .Their worst fears now a chilling reality, Sydney and Adrian face their darkest hour in this heart-pounding fifth installment in the New York Times bestselling Bloodlines series, where all bets are off.","['Vampires', 'Urban Fantasy', 'Young Adult', 'Fantasy', 'Supernatural', 'Magic', 'Fiction', 'Paranormal Romance', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/8709524-silver-shadows,9781595143211,English,380,Razorbill,4.34,54217,['United States'],Silver Shadows
Alexandra Bracken,Hardcover,December 18th 2012,"When Ruby woke up on her tenth birthday, something about her had changed. Something alarming enough to make her parents lock her in the garage and call the police. Something that gets her sent to Thurmond, a brutal government “rehabilitation camp.” She might have survived the mysterious disease that’s killed most of America’s children, but she and the others have emerged with something far worse: frightening abilities they cannot control.Now sixteen, Ruby is one of the dangerous ones.When the truth comes out, Ruby barely escapes Thurmond with her life. Now she’s on the run, desperate to find the one safe haven left for kids like her—East River. She joins a group of kids who escaped their own camp. Liam, their brave leader, is falling hard for Ruby. But no matter how much she aches for him, Ruby can’t risk getting close. Not after what happened to her parents.When they arrive at East River, nothing is as it seems, least of all its mysterious leader. But there are other forces at work, people who will stop at nothing to use Ruby in their fight against the government. Ruby will be faced with a terrible choice, one that may mean giving up her only chance at a life worth living.","['Adventure', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Supernatural', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/10576365-the-darkest-minds,9781423157373,English,488,Disney Hyperion,4.17,158432,,The Darkest Minds
Karen Joy Fowler,Hardcover,May 30th 2013,"Meet the Cooke family. Our narrator is Rosemary Cooke. As a child, she never stopped talking; now that she's started college, she has wrapped herself in silence: the silence of intentional forgetting, of protective cover. Rosemary is now an only child, but she used to have a sister the same age as her, and an older brother. Both are now gone—vanished from her life. Her once lively mother is a shell of her former self, her clever and imperious father now a distant, brooding man. And there was something unique about Rosemary's sister, Fern.You'll have to find out for yourself what it is that makes her unhappy family unlike any other.","['Contemporary', 'Adult', 'Audiobook', 'Book Club', 'Novels', 'Animals', 'Family', 'Fiction', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/16176440-we-are-all-completely-beside-ourselves,9780399162091,English,310,G.P. Putnam's Sons,3.71,109166,['United States'],We Are All Completely Beside Ourselves
Brian K. Vaughan,Paperback,March 25th 2014,"From the Hugo Award-winning duo of Brian K. Vaughan (The Private Eye, Y: The Last Man) and Fiona Staples (North 40, Red Sonja), Saga is the sweeping tale of one young family fighting to find their place in the universe. Searching for their literary hero, new parents Marko and Alana travel to a cosmic lighthouse on the planet Quietus, while the couple's multiple pursuers finally close in on their targets.Collecting: Saga 13-18.","['Graphic Novels', 'Adult', 'Sequential Art', 'Adventure', 'Comic Book', 'Science Fiction', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comics', 'Romance']",https://www.goodreads.com/book/show/19358975-saga-vol-3,9781607069317,English,144,Image Comics,4.51,81400,,"Saga, Vol. 3"
M.R. Carey,Paperback,June 19th 2014,"Melanie is a very special girl. Dr. Caldwell calls her ""our little genius.""Every morning, Melanie waits in her cell to be collected for class. When they come for her, Sergeant Parks keeps his gun pointing at her while two of his people strap her into the wheelchair. She thinks they don't like her. She jokes that she won't bite, but they don't laugh.Melanie loves school. She loves learning about spelling and sums and the world outside the classroom and the children's cells. She tells her favorite teacher all the things she'll do when she grows up. Melanie doesn't know why this makes Miss Justineau look sad.The Girl with All the Gifts is a sensational thriller, perfect for fans of Stephen King, Justin Cronin, and Neil Gaiman.","['Adult', 'Audiobook', 'Post Apocalyptic', 'Thriller', 'Zombies', 'Horror', 'Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts,9780356500157,English,461,Orbit,3.94,196508,['United Kingdom'],The Girl With All the Gifts
Brian K. Vaughan,Paperback,October 23rd 2012,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. Collecting: Saga 1-6","['Graphic Novels', 'Adult', 'Sequential Art', 'Adventure', 'Comic Book', 'Science Fiction', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comics', 'Romance']",https://www.goodreads.com/book/show/15704307-saga-vol-1,9781607066019,English,176,Image Comics,4.18,267522,,"Saga, Vol. 1"
Benjamin Alire Sáenz,Hardcover,February 21st 2012,"A lyrical novel about family and friendship from critically acclaimed author Benjamin Alire Sáenz. Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship--the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be.","['Young Adult Contemporary', 'Contemporary', 'Audiobook', 'GLBT', 'Realistic Fiction', 'LGBT', 'Young Adult', 'Queer', 'Coming Of Age', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,9781442408920,English,359,Simon & Schuster Books for Young Readers,4.33,289024,['United States'],Aristotle and Dante Discover the Secrets of the Universe
